R,2103152,0.35,me
R,2298201,0.233333333,md
R,2087735,16.68333333,fp
R,2268885,148.7666667,md
R,4811995,2.833333333,no
R,4903092,23.11666667,me
R,5700621,1029.166667,no
R,9440430,0.383333333,md
R,10037239,4.65,mm
R,8468716,3.616666667,fp
R,5648500,0.066666667,no
R,8422279,554.8333333,mb
R,5605090,315.85,mb
R,7390173,775.4666667,me
R,8596109,5.433333333,mr
R,1142294,3.583333333,me
R,7391179,0.633333333,mb
R,19122617,260.2,mb
R,11055502,122.5,mr
R,2079772,0.466666667,dc
R,19170130,3.8,mb
R,11831794,195.8166667,me
R,12349122,15.83333333,mb
R,23695544,2.966666667,mb
R,13956435,0.333333333,mb
R,15318409,0.366666667,mb
R,13347443,24.28333333,mb
R,26221312,27.28333333,dp
R,28430674,1.1,all
R,17887747,14238.93333,dp
R,29622242,4.233333333,dp
R,29622242,4.233333333,mb
R,11908582,16,fe
R,27391684,256.2166667,me
R,29113106,0.266666667,mb
R,14411627,2.3,mb
R,18257260,1.15,mb
R,6987278,1.666666667,mb
R,32588149,4.9,md
R,32899418,80.85,mb
R,29998014,4140.55,mb
R,33844198,20.08333333,me
R,23734623,19.35,dp
R,17352469,0.15,mr
R,17352469,0.15,mb
R,33081702,1.85,me
R,34991978,12.76666667,mb
R,35074597,3.25,dp
R,35074597,3.25,mb
R,35050846,59.28333333,mb
R,20418264,7.316666667,me
R,20418264,7.316666667,mm
R,20813039,1184.083333,mb
R,21064315,2.216666667,md
R,10782403,2.45,no
R,25715502,7.7,me
R,11017429,29.86666667,mr
R,11017429,29.86666667,dc
R,25730000,0.483333333,dp
R,27442991,3.55,no
R,30442259,0.083333333,mb
R,12835515,150.15,mb
R,40080794,0.4,me
R,32185176,1.633333333,mb
R,31671860,53.38333333,me
R,31671860,53.38333333,md
R,13747611,0.116666667,mb
R,38625493,9.65,mb
R,15321947,0.233333333,mb
R,32407621,125.75,dp
R,32407621,125.75,mr
R,32407621,125.75,fp
R,16630627,28.41666667,md
R,24897941,14821.86667,mb
R,16495041,34862.75,mb
R,17310097,0.316666667,md
R,39692921,111.2666667,me
R,39692921,111.2666667,mm
R,37279964,0.733333333,fe
R,38623624,4346.433333,md
R,34795988,1.466666667,mb
R,34898247,148.3,mr
R,45455318,221.5666667,mb
R,39307344,0.1,dp
R,39307344,0.1,fp
R,21984940,3.016666667,md
R,23357855,27.9,mb
R,23357855,27.9,me
R,39636186,0.233333333,me
R,40250815,23.5,mb
R,48079660,47.2,mb
R,38593287,18.48333333,mb
R,38593287,18.48333333,me
R,43737126,77.01666667,mb
R,31139307,0.3,dp
R,49260862,0.083333333,mb
R,37777147,10994.81667,mb
R,37777147,10994.81667,me
R,37777147,10994.81667,md
R,46428870,0.25,dp
R,46428870,0.25,fp
R,46643584,6.95,mb
R,46643584,6.95,md
R,41850568,14.98333333,me
R,48697770,4.433333333,mb
R,42402141,1.016666667,mr
R,49032027,5068.833333,me
R,49866372,165.75,mb
R,50339298,8.9,dp
R,51925991,201.1166667,dp
R,37873564,0.3,md
R,52702984,3.35,mr
R,52702984,3.35,mb
R,55084815,210.7166667,mb
R,54010133,163.7166667,fp
R,61967941,145.2666667,mb
R,61002182,216.1666667,mb
R,39482436,1.616666667,md
R,55985294,121.6333333,mb
R,56229145,162.05,mb
R,3198111,1.183333333,mr
R,3198111,1.183333333,fp
R,3198111,1.183333333,md
R,3871473,3.9,me
R,39567131,1.6,md
R,48334929,0.6,mb
R,63224935,365.4,me
R,7451716,14.51666667,mr
R,49912530,501.3333333,me
R,10249501,69.43333333,mr
R,10306380,0.266666667,me
R,10306380,0.266666667,md
R,47029277,179.7333333,dp
R,18280652,0.133333333,fp
R,19961441,0.183333333,mb
R,22309236,5.9,mr
R,29143320,3.216666667,mb
R,29454883,4.95,mb
R,29572906,12.61666667,mb
R,31109464,0.683333333,fp
R,22893410,11172.88333,mb
R,32449280,2.033333333,mb
R,36469671,59.5,dp
R,58089031,2.45,md
R,58089031,2.45,mm
R,39811656,0.05,me
R,39822505,15.73333333,mb
R,39863367,3.6,dp
R,40713096,1.266666667,dp
R,41855673,0.483333333,me
R,40527442,10184.2,fp
R,40527442,10184.2,mb
R,49122121,0.616666667,mb
R,56203889,2.583333333,me
R,60895347,131.1166667,md
R,2977999,2.766666667,me
R,7743768,117.4666667,mb
R,9019216,29.88333333,no
R,10939591,0.4,md
R,19203755,40.31666667,mr
R,22803310,0.966666667,no
R,26207850,1.133333333,dp
R,34532878,0.45,mb
R,43377941,302.8333333,mb
R,47628131,64.91666667,mr
R,48053907,12.76666667,mb
R,52304696,8.8,me
